Mandarin	Vietnamese
美利坚合众国	Mỹ Quốc
美利坚合众国	Hoa Kỳ
美利坚合众国	nước Mỹ
美国	Mỹ Quốc
美国	Hoa Kỳ
美国	nước Mỹ
合众国	Mỹ Quốc
合众国	Hoa Kỳ
合众国	nước Mỹ
咽	nuốt
点	chấm
耶路撒冷Yēlùsālěng)	Giê-ru-da-lem
耶路撒冷Yēlùsālěng)	Jerusalem
南海	Biển Đông
发狂	phát điên
发疯	phát điên
AK-103	AK-103
非洲之角	Sừng Châu Phi
正常化	thông thường hoá
正规化	thông thường hoá
文法	ngữ pháp
语法	ngữ pháp
北方	phía bắc
北方	hướng bắc
北	phía bắc
北	hướng bắc
老鞋	Quyền Pháp
谢尔盖·布林	Sergey Brin
克麦罗沃	Kemerovo
肯尼亚	Kenya
土豚	lợn đất
子宫	tử cung
子宫	dạ con
墨镜笑脸	mặt cười đeo kính
下雪	mưa tuyết
纳米比亚元	Đô la Namibia
超级链接	liên kết
超级链接	siêu liên kết
超联	liên kết
超联	siêu liên kết
超联结	liên kết
超联结	siêu liên kết
超连结	liên kết
超连结	siêu liên kết
UTC-2	UTC-2
CryptoAPI	CryptoAPI
科西嘉文	Tiếng Corsica
乌兰巴托	Ulan Bator
牟平区	Mưu Bình
戟	kích
丹下健三	Tange Kenzo
退位	từ ngôi
退位	thoái vị
禅让	từ ngôi
禅让	thoái vị
退出	từ ngôi
退出	thoái vị
腹	bụng
腹部	bụng
退位	từ bỏ
禅让	từ bỏ
退出	từ bỏ
腔	bụng dạ
经济学	kinh tế học
电话	điện thoại
电话号码	điện thoại
阴道	lồn
阴道	âm đạo
核糖核酸	RNA
会话	đối thoại
会话	hội thoại
对白	đối thoại
对白	hội thoại
对话	đối thoại
对话	hội thoại
秫米	gạo nếp
糯米	gạo nếp
波斯尼亚和黑塞哥维那	Bosna và Hercegovina
小孩子	đứa trẻ
小孩子	đứa bé
小孩儿	đứa trẻ
小孩儿	đứa bé
孩子	đứa trẻ
孩子	đứa bé
小孩	đứa trẻ
小孩	đứa bé
小孩子	đứa trẻ
小孩子	con
小孩子	đứa bé
小孩子	tử
小孩儿	đứa trẻ
小孩儿	con
小孩儿	đứa bé
小孩儿	tử
孩子	đứa trẻ
孩子	con
孩子	đứa bé
孩子	tử
小孩	đứa trẻ
小孩	con
小孩	đứa bé
小孩	tử
隘	ải
雅各伯	Santiago de Compostela
芼	mào
芾	nào
床	sàng
床	sàng
孕	dựng
舆论	ý kiến công chúng
民意	ý kiến công chúng
公众意见	ý kiến công chúng
孔	khổng
婆婆	mẹ chồng
岳母	mẹ chồng
不丹	Bhutan
相识	người quen
熟人	người quen
心动过速	nhịp tim nhanh
埃克丘克文	Tiếng Ekajuk
古埃及文	Tiếng Ai Cập cổ
艾拉米特文	Tiếng Elamite
比利时	Bỉ
不丹文	Tiếng Dzongkha
埃菲克文	Tiếng Efik
埃维文	Tiếng Ewe
烘	hong
烛	chúc
烛	chúc
䇻	vỉ
鞠	cúc
韩国	Hàn Quốc
丹·布朗	Dan Brown
乌瑟卡夫	Userkaf
镍	nikel
干你	đệt mẹ mày
干你妈	đệt mẹ mày
比基尼	bikini
美索不达米亚	Lưỡng Hà
阿里埃勒·沙龙	Ariel Sharon
汉堡包	hambua
讲	thuật lại
讲	kể lại
叙说	thuật lại
叙说	kể lại
讲述	thuật lại
讲述	kể lại
诉说	thuật lại
诉说	kể lại
红心A	át cơ
罗密·施奈德	Romy Schneider
日报	nhật báo
摩托车	xe máy
摩托	xe máy
蝎	rết
热分解	chưng khô
缺德事	tội vạ
行径	tội vạ
种	hạt
种	hột
种子	hạt
种子	hột
回见	gặp lại sau nhé
回见	hẹn gặp lại
拜拜	gặp lại sau nhé
拜拜	hẹn gặp lại
再会	gặp lại sau nhé
再会	hẹn gặp lại
回见	hẹn gặp lại
拜拜	hẹn gặp lại
一会儿见	hẹn gặp lại
回头见	hẹn gặp lại
再会	hẹn gặp lại
刚果民主共和国	Cộng hòa Dân chủ Congo
留尼汪	Réunion
蓬	bồng
蓬	bồng
赤道	Xích Đạo
北极圈	Vòng Bắc Cực
北极	Bắc Cực
大洋洲	Châu Đại Dương
马	ngựa
希腊国旗	Quốc kỳ Hy Lạp
幼稚	trẻ
幼稚	trẻ tuổi
佐	tá
灯塔	hải đăng
狼人	người sói
起子	tua vít
床垫	nệm
炸弹	bom
塑料	chất dẻo
塑胶	chất dẻo
萡	bạc
约翰·克鲁伊夫	Johan Cruijff
长春市	Trường Xuân
威尔士文	Tiếng Wales
声母	thanh mẫu
音纽	thanh mẫu
声纽	thanh mẫu
纽	thanh mẫu
减少	bớt
减少	dịu
减少	hủy bỏ
减少	ngớt
减少	nhụt
减少	ram
减少	thanh toán
减少	đỡ
减弱	bớt
减弱	dịu
减弱	hủy bỏ
减弱	ngớt
减弱	nhụt
减弱	ram
减弱	thanh toán
减弱	đỡ
减轻	bớt
减轻	dịu
减轻	hủy bỏ
减轻	ngớt
减轻	nhụt
减轻	ram
减轻	thanh toán
减轻	đỡ
击倒	bớt
击倒	dịu
击倒	hủy bỏ
击倒	ngớt
击倒	nhụt
击倒	ram
击倒	thanh toán
击倒	đỡ
废除	bớt
废除	dịu
废除	hủy bỏ
废除	ngớt
废除	nhụt
废除	ram
废除	thanh toán
废除	đỡ
打败	bớt
打败	dịu
打败	hủy bỏ
打败	ngớt
打败	nhụt
打败	ram
打败	thanh toán
打败	đỡ
撤销	bớt
撤销	dịu
撤销	hủy bỏ
撤销	ngớt
撤销	nhụt
撤销	ram
撤销	thanh toán
撤销	đỡ
阻止	bớt
阻止	dịu
阻止	hủy bỏ
阻止	ngớt
阻止	nhụt
阻止	ram
阻止	thanh toán
阻止	đỡ
除去	bớt
除去	dịu
除去	hủy bỏ
除去	ngớt
除去	nhụt
除去	ram
除去	thanh toán
除去	đỡ
无上	tối cao
最高	tối cao
金山区	Kim Sơn
伯	bá
甲辰	Giáp Thìn
空气	không khí
空	không khí
气	không khí
科姆文	Tiếng Kom
泰米尔	tiếng Tamil
泰米尔人	tiếng Tamil
泰米尔语	tiếng Tamil
VUI	Giao diện Người dùng Giọng nói
語音使用者介面 (VUI)	Giao diện Người dùng Giọng nói
VPN	VPN
VSAPI	VSAPI (viết tắt của Hệ giao tiếp lập trình ứng dụng quét virút)
注册表	Registry
注册	việc đăng kí
奇怪	lạ
奇怪	lạ lùng
费德里戈·加西亚·洛尔卡	Federico García Lorca
心理学	tâm lý học
荑	rì
荑	sún
斯科普里	Skopje
人权观察	Tổ chức Theo dõi nhân quyền
代数学	đại số học
代数	đại số
土库曼文	Tiếng Tuôc-men
甜瓜	dưa
甜瓜	dưa tây
神经细胞	tế bào thần kinh
人类	con người
人类	loài người
人	con người
人	loài người
韧带	dây chằng
臂膀	cánh tay
臂膀	tay
胳膊	cánh tay
胳膊	tay
手臂	cánh tay
手臂	tay
胳臂	cánh tay
胳臂	tay
以太网	Ethernet
怀柔区	Hoài Nhu
麒	kì
麑	nghê
毫米汞柱	mm Hg
百帕斯卡	hPa
英寸汞柱	inHg
磅/平方英寸	psi
马力	hp
毫瓦	mW
千米/小时	km/h
毫巴	mbar
中观论	Trung quán tông
吉比特	gigabit
兆比特	megabit
千字节	kilobyte
厄立特里亚	Eritrea
千比特	kilobit
字节	byte
比特	bit
艾西瓦娅·巴克罕	Aishwarya Rai
马	Mã
马	Ma
王勃	Vương Bột
电子	điện tử
涂抹棒	Cán Bôi
青铜时代	Thời đại đồ đồng
停止	ngừng
停止	nghỉ
停止	chừa
停止	thôi
停止	bỏ
克罗地亚语	tiếng Cro-xi-an
DV	DV
网球大满贯	Grand Slam quần vợt
拖雷	Đà Lôi
加勒比地区	Ca-ri-bê
美洲北部	Miền Bắc Châu Mỹ
西非	Tây Phi
大洋洲	Châu Đại Dương
东非	Đông Phi
中美洲	Trung Mỹ
中非	Trung Phi
北非	Bắc Phi
美洲	Châu Mỹ
南部非洲	Miền Nam Châu Phi
两栖动物	lưỡng cư
I2C	I2C
阴阳	âm dương
淋浴	mưa rào
仗	trượng
气	khí
口香糖	kẹo cao su
咀嚼	nhai
咀嚼	nhằn
咀嚼	nhá
嚼	nhai
嚼	nhằn
嚼	nhá
丘	khâu
仔	tử
常常	luôn luôn
于	vu
圆	nguyên
元	nguyên
人民币	nguyên
块	nguyên
算学	toán học
数学	toán học
概念化	khái niệm hóa
蓃	sấu
撤销	thủ tiêu
撤销	mất hết
撤销	huỷ bỏ
撤销	hủy bỏ
撤销	thanh toán
武夷山脉	Khu thắng cảnh Vũ Di Sơn
中国	Trung Quốc
素食	thuyết ăn chay
素食	chế độ ăn chay
素食主义	thuyết ăn chay
素食主义	chế độ ăn chay
UTC-4:30	UTC-4:30
子弹	đạn
葖	nhút
宾夕法尼亚州	Pennsylvania
羊	dương
羊	dương
听筒	ống nghe điện thoại
橉	săng
国歌	quốc ca
天卫八	Bianca
梁赞	Ryazan
步道	vỉa hè
人行道	vỉa hè
菠萝	quả dứa
加纳	Ghana
牙	răng
鱼雷	thủy lôi
虱	con rận
虱子	con rận
南极洲	Nam Cực
西撒哈拉	Tây Sahara
联合国	Liên Hợp Quốc
罗杰·费德勒	Roger Federer
加里波利之战	Trận Gallipoli
BIOS	BIOS
度母	Đa-la
米佐拉姆邦	Mizoram
焰	diễm
拈	chêm
拉	lấp
拉	lấp
拉	lấp
聘	sánh
聘	sánh
粒	lạp
吓	hách
冠词	mạo từ
老挝历史	Lịch sử Lào
莱索托	Lesotho
昆虫	côn trùng
昆虫	sâu bọ
虫子	côn trùng
虫子	sâu bọ
蝮	côn trùng
蝮	sâu bọ
米格-25战斗机	Mikoyan-Gurevich MiG-25
昨	hôm qua
昨天	hôm qua
昨日	hôm qua
贼	kẻ cắp
小偷	kẻ cắp
賊	kẻ cắp
盗窃	ăn cắp
偷	ăn cắp
偷窃	ăn cắp
远志科	Họ Viễn chí
电气电子工程师协会	IEEE
通奸	tội ngoại tình
伪誓	sự phản bội lời thề
伪证	sự phản bội lời thề
圆的	tròn
名称	tên
名	tên
名字	tên
内旋轮线	nội trocoit
三天两头	năng
动不动	năng
往往	năng
时常	năng
时时	năng
每常	năng
经常	năng
略	lược
砖	gạch
砖块	gạch
砖石	gạch
磗	gạch
停	dừng lại
僵尸	dơi hút máu
僵尸	ma cà rồng
吸血鬼	dơi hút máu
吸血鬼	ma cà rồng
失去	mất
丢	mất
蚯蚓	Giun đất
业	rồi
业已	rồi
业经	rồi
已	rồi
已经	rồi
既	rồi
旣	rồi
早已	rồi
都	rồi
酸辣酱	tương ớt
芼	mào
耨	nậu
耨	nậu
圣多美普林西比	São Tomé và Príncipe
莱索托	Lesotho
楚国	Sở
三	3
宗教改革	Cải cách Kháng Cách
靡烂	sự thối nát
四	4
七	7
格林兄弟	Anh em nhà Grimm
农谢	Nuon Chea
蛇夫座	Xà Phu
秦朝	Nhà Tần
前科	lý lịch tư pháp
犯罪记录	lý lịch tư pháp
案底	lý lịch tư pháp
支票	séc
支票	chi phiếu
独立国家联合体	Cộng đồng các quốc gia độc lập
轉送	truyền
鷟	sạt
新加坡航空	Singapore Airlines
托	thác
托	thách
托	thước
托	thướt
托	thốc
Windows 备份	Windows Backup
WebDAV	WebDAV
敲	xao
接收人	người nhận
桷	dác
协议	đồng ý
㧍	phang
尼日尔	Niger
特洛伊木马邮件群发器	trình gửi nhiều thư
特洛伊木马通知程序	Bộ báo ngựa Tơ roa
特洛伊木马程序	Trojan horse
特洛伊木馬程式	Trojan horse
特洛伊木马下载程序	trình tải có ngựa Tơ roa
特洛伊植入程序	Trình thả ngựa Tơ roa
内裤	quần đùi
内裤	quần xà lỏn
星期一	thứ hai
函	hòm
函	hòm
函	hòm
甘孜藏族自治州	Châu tự trị dân tộc Tạng Cam Tư
查理·卓别林	Charlie Chaplin
八月	tháng tám
确定:是	yes:c
汉惠帝	Hán Huệ Đế
脊椎动物	Động vật có xương sống
那里	đó
毫米	mm
周四	ngày thứ năm
周四	thứ năm
星期四	ngày thứ năm
星期四	thứ năm
攘	nhường
东盟自由贸易区	Khu vực Mậu dịch Tự do ASEAN
名词	danh từ
英格丽·褒曼	Ingrid Bergman
亚洲	Châu Á
配	phối
配	phối
酌	chước
酌	chước
它	nó
我们	ta
我們	ta
咱们	chúng tôi
咱們	chúng tôi
我们	chúng ta
我們	chúng ta
您们	các mày
你们	các mày
俄国人	người Nga
俄罗斯人	người Nga
古柯科	Họ Côca
斧	búa
斤	cân
斤	cân
意大利语	tiếng Ý
维尔纽斯	Vilnius
挪威语	Tiếng Na Uy
元素	nguyên tố
牧人	linh mục
牧师	linh mục
监牧	linh mục
科伦坡	Colombo
天箭座	Thiên Tiễn
䢦	suốt
世界变暖	sự nóng lên của khí hậu toàn cầu
全球变暖	sự nóng lên của khí hậu toàn cầu
全球暖化	sự nóng lên của khí hậu toàn cầu
全球气候升温	sự nóng lên của khí hậu toàn cầu
全球气候变暖	sự nóng lên của khí hậu toàn cầu
第聂伯河	Sông Dnepr
青山刚昌	Gosho Aoyama
大跃进	Đại nhảy vọt
四	bốn
松	thông
松树	thông
扶梯	thang
梯	thang
梯子	thang
雕刻家	thợ chạm
凿	vạc
凿	khắc
雕	vạc
雕	khắc
刻	vạc
刻	khắc
篮子	rổ
篮子	nong
筐子	rổ
筐子	nong
玻璃	kính
扇扇子	quạt
扇子	quạt
墨迹	mực
发起程序	bộ khởi đầu
炸薯条	khoai tây chiên
土豆条	khoai tây chiên
炸土豆条	khoai tây chiên
薯条	khoai tây chiên
马铃薯条	khoai tây chiên
圭亚那	Guyana
耶稣受难日	Thứ sáu Tuần Thánh
耶稣受难节	Thứ sáu Tuần Thánh
南欧	Nam Âu
耳机	ống nghe
耳机	ê-cút-tơ
吉米·卡特	Jimmy Carter
少女	thiếu nữ
少女	con gái
处女	thiếu nữ
处女	con gái
天	thiên
腱	gân
肌腱	gân
天	thiên
太	thái
萨克拉门托河	Sông Sacramento
烈	liệt
枇杷	nhót tây
福建	Phúc Kiến
致	nhí
致	nhí
生日快乐	chức mừng sinh nhật
生日快乐	chúc mừng sinh nhật
节奏	nhịp điệu
官僚	bộ máy quan liêu
官僚	bọn quan liêu
官僚制	bộ máy quan liêu
官僚制	bọn quan liêu
哈萨克斯坦	Kazakhstan
WSD	WSD
防寫保護	bảo vệ chống ghi
愊	bực
山竹果	quả măng cụt
山竹果	măng cụt
山竹	quả măng cụt
山竹	măng cụt
匏	bầu
匍	bò
篙	gàu
北爱尔兰	Bắc Ireland
门	Ngành
什么	cái chi
钢	thép
匙	cái thìa
懒熊	gấu lợn
银奖	bạc
银牌	bạc
银器	bạc
PB航空	PBAir
叫警察	xin gọi cảnh sát
俄	Nga
挃	chọi
挂	quẩy
拾	thập
拿	nã
拿	nã
猫	con mèo
猫	mèo
持	trì
嗛	khem
表	biểu mẫu
表	đơn
表格	biểu mẫu
表格	đơn
唅	hầm
奥普拉·温芙瑞	Oprah Winfrey
安德肋	An-Rê
安德肋	An-Đrê
安德鲁	An-Rê
安德鲁	An-Đrê
Disney Club	Disney Club
九月	tháng chín
诺罗敦·西哈莫尼	Norodom Sihamoni
PostgreSQL	PostgreSQL
瓦特	oát
公爵府	Dinh tổng trấn
耶稣会	Dòng Tên
乔治·沃克·布什	George W. Bush
越南的	Việt Nam
三明治	bánh mì
聚乙烯	polyetylen
凡尔登战役	Trận Verdun
大熊座	Đại Hùng
盔	khôi
盔	khôi
新西兰	New Zealand
新西兰	Niu Di-lân
新西兰	Tân Tây Lan
纽西兰	New Zealand
纽西兰	Niu Di-lân
纽西兰	Tân Tây Lan
威灵顿	Wellington
惠灵顿	Wellington
拉各斯	Lagos
盔	khôi
盎	áng
书店	hiệu sách
书架	giá sách
书架	kệ sách
冷杉	linh sam
亚美尼亚	Armenia
密鲁特	Meerut
巴格达	Baghdad
法兰西岛	Île-de-France
圆珠笔	bút bi
原子笔	bút bi
捐	quyên góp
捐	đóng góp
捐献	quyên góp
捐献	đóng góp
捐给	quyên góp
捐给	đóng góp
捐赠	quyên góp
捐赠	đóng góp
损赠	quyên góp
损赠	đóng góp
施与	quyên góp
施与	đóng góp
献	quyên góp
献	đóng góp
输	quyên góp
输	đóng góp
刪除線	gạch ngang chữ
埃及	Ai Cập
日子	ngày
母	mẫu
母	mẫu
造物主	tạo hóa
造物主	tạo vật chủ
母	mẫu
服务集标识符	Bộ định danh thiết đặt dịch vụ
弗雷	Freyr
环境	trường
环境	môi
电脑键盘	bàn phím máy tính
龙	rồng
越南总理	Thủ tướng Việt Nam
卢瓦尔-谢尔省	Loir-et-Cher
时间戳	tem thời gian
味儿	mùi
味儿	hơi
气味	mùi
气味	hơi
味道	mùi
味道	hơi
汉水	Hán Thủy
波兰语	Tiếng Ba-lan
波兰语	tiếng Ba-lan
天然橡胶	cao su
阿富汗	Afghanistan
拿骚	Nassau
太平洋	Thái Bình Dương
惊讶	ngạc nhiên
佛教	Phật
佛教	Phật giáo
佛教	đạo Phật
诱惑	dụ dỗ
诱惑	quyến rũ
看见	nhìn thấy
看见	xem xét
看见	xem
看见	thấy
睇	nhìn thấy
睇	xem xét
睇	xem
睇	thấy
西海	Hoàng Hải
黄海	Hoàng Hải
佛教徒	người Phật
蹈	dạo
蹉	tha
蹈	dạo
蹉	tha
愿	nguyện
典	điển
松鼠	sóc
浣熊	racoon
大角鹿	nai sừng tấm
四不像	nai sừng tấm
麋鹿	nai sừng tấm
驯鹿	nai tuyết
馴鹿	nai tuyết
袋鼠	canguru
海狸	hải ly
海貍	hải ly
豹子	báo đốm
穿山甲	loài thú ăn kiến
变色蜥蜴	tắc kè hoa
变色龙	tắc kè hoa
變色蜥蜴	tắc kè hoa
萤火虫	đom đóm
螢火蟲	đom đóm
弗里德里希·席勒	Friedrich Schiller
水星计划	Chương trình Mercury
水户	Mito
在…旁边	bên cạnh
在	ở
在	tại
在……里面 ?	trong
在…之后	sau
后面	sau
以后	sau
.......之后	sau
臀	mông
臀部	mông
屁股	mông
暗	ám
𨆾	xẹt
八九	tám mươi chín
容易	dễ
容易	dễ dàng
简单	dễ
简单	dễ dàng
任	nhậm
任	nhậm
卢萨卡	Lusaka
马约特	Mayotte
德里克·沃尔科特	Derek Walcott
越	việt
𦧘	thịt
硝化甘油	nitroglyxerin
冲突	xung đột
香蕉	chuối
瑞士	Thụy Sĩ
戴头巾的人	người đàn ông đội khăn xếp
警察	sĩ quan cảnh sát
戴瓜皮帽的人	người đàn ông đội mũ khang hy
老奶奶	bà già
金色头发的人	người tóc vàng hoe
老爷爷	ông già
榕树	si
埃尔屈安维莱尔	Erquinvillers
土星二十八	Erriapo
比如	thí dụ
比如	ví dụ
譬若	thí dụ
譬若	ví dụ
例如	thí dụ
例如	ví dụ
譬如	thí dụ
譬如	ví dụ
青	lục
绿色	lục
裤子	quần
炉子	bếp
格罗弗·克利夫兰	Grover Cleveland
荔	lệ
荒	hoang
铯	xêzi
气体	chất khí
中途岛海战	Trận Midway
探险	thám hiểm
探索	thám hiểm
怦	bừng
连云港市	Liên Vân Cảng
广安市	Quảng An
空空荡荡	vắng
鸟不生蛋	vắng
奥克塔维奥·帕斯	Octavio Paz
钟	cái đồng hồ
钟	đồng hồ
时钟	cái đồng hồ
时钟	đồng hồ
成语	thành ngữ
成语	thổ ngữ
俗语	thành ngữ
俗语	thổ ngữ
习惯用语	thành ngữ
习惯用语	thổ ngữ
破碎	vỡ
海啸	sóng thần
缅甸	Myanma
缅甸	nước Myanma
缅甸	Miến Điện
穆斯林	Hồi giáo
穆斯林	đạo Hồi
穆斯林	Hồi
清真	Hồi giáo
清真	đạo Hồi
